SuburbClass,Rooms,Bathroom,Distance,Latitude,Longitude,BuildingArea,Landsize,HouseAgeType_historic,HouseAgeType_modern
1,2,1.0,1.8,-37.8049,144.9644,81.0,66.0,1,0
3,3,2.0,13.6,-37.8824,145.1042,111.0,177.0,0,1
1,4,2.0,6.3,-37.8536,145.0173,222.0,624.0,1,0
1,2,1.0,12.2,-37.8683,145.1082,86.0,586.0,1,0
1,4,3.0,5.3,-37.7796,144.935,242.0,650.0,1,0
1,2,1.0,11.2,-37.9154,145.001,111.0,352.0,1,0
1,3,2.0,5.6,-37.7944,145.0327,147.2,247.0,0,1
3,3,1.0,13.0,-37.7009,144.9291,150.0,599.0,1,0
1,4,2.0,16.7,-37.89965,145.17135,169.0,768.0,0,1
3,3,1.0,5.9,-37.7728,144.9478,168.0,411.0,1,0
3,3,2.0,12.8,-37.7465,144.876,132.0,672.0,0,1
1,4,2.0,11.8,-37.9065,145.0461,162.0,678.0,1,0
1,3,1.0,9.8,-37.7537,144.8856,105.0,556.0,1,0
3,3,1.0,25.2,-37.9884,145.15925,108.0,540.0,0,1
1,3,2.0,7.3,-37.86578,145.06886,158.0,705.0,1,0
1,3,2.0,7.5,-37.74566,144.89346,146.0,223.0,0,1
3,2,1.0,13.5,-37.7216,144.8837,92.0,128.0,0,1
1,4,1.0,13.9,-37.9194,145.05700000000004,161.0,587.0,1,0
1,3,1.0,5.5,-37.7642,145.001,131.0,304.0,1,0
3,3,1.0,31.7,-37.56935,144.7241,127.0,678.0,0,1
1,3,2.0,21.5,-37.99443,145.0885,122.0,454.0,1,0
1,3,2.0,8.5,-37.8847,144.9992,112.0,331.0,0,1
1,3,1.0,14.0,-37.9033,145.1006,118.0,670.0,1,0
3,4,2.0,12.5,-37.7141,144.8995,277.0,697.0,0,1
3,3,2.0,14.9,-37.7085,145.0824,131.0,903.0,1,0
3,3,1.0,36.9,-38.12023,145.15188,91.0,657.0,0,1
3,3,2.0,20.6,-37.63382,144.92774,141.0,255.0,0,1
1,4,2.0,4.6,-37.84961,145.00248,263.5,291.0,1,0
3,4,1.0,10.5,-37.7477,145.0565,208.0,722.0,0,1
1,4,4.0,7.5,-37.74633,144.89643999999996,259.0,543.0,0,1
3,4,2.0,29.8,-37.69104,144.54532,189.0,576.0,0,1
3,3,1.0,15.5,-37.93409000000001,145.08383,120.0,704.0,0,1
3,3,1.0,14.3,-37.93557,145.04918999999995,138.0,585.0,1,0
1,3,2.0,2.6,-37.8132,144.9929,76.0,131.0,1,0
1,3,1.0,4.5,-37.8525,145.0071,99.0,111.0,0,1
1,6,3.0,7.7,-37.84317,145.05688,283.0,794.0,0,1
1,3,1.0,2.3,-37.8029,144.9459,95.0,198.0,0,1
3,5,2.0,11.7,-37.87883,145.09741,159.0,276.0,0,1
1,3,2.0,6.8,-37.85927,144.87904,133.0,333.0,0,1
3,5,2.0,18.0,-37.68455,144.73272,213.0,615.0,0,1
1,3,1.0,5.9,-37.85189,145.03335,117.0,354.0,1,0
3,4,1.0,9.2,-37.7893,144.8818,137.0,333.0,0,1
1,5,2.0,10.7,-37.9173,145.0142,206.0,780.0,1,0
1,3,2.0,13.9,-37.9329,145.053,123.0,388.0,0,1
3,4,2.0,14.7,-37.9244,145.0883,189.0,214.0,0,1
3,3,2.0,10.5,-37.7449,145.0523,125.0,250.0,0,1
3,3,1.0,7.0,-37.8134,144.8745,116.0,670.0,1,0
1,4,2.0,5.2,-37.75792,144.97218,288.0,317.0,0,1
1,2,1.0,2.1,-37.79395,144.97698,124.0,125.0,0,1
1,4,1.0,10.1,-37.8888,145.07271,181.0,718.0,1,0
3,2,1.0,14.0,-37.68489,144.9212,90.0,171.0,0,1
1,3,1.0,5.1,-37.856,144.9891,112.0,317.0,1,0
3,4,3.0,13.1,-37.7166,144.97665,203.0,308.0,0,1
1,3,2.0,7.4,-37.8607,145.0373,180.0,231.0,1,0
3,4,1.0,13.8,-37.94312,145.0244,175.0,700.0,1,0
1,3,2.0,9.2,-37.852,145.0942,134.0,704.0,1,0
3,3,1.0,27.0,-38.04513,145.1346,138.0,650.0,1,0
1,3,1.0,14.0,-37.9066,145.088,112.0,528.0,1,0
3,2,1.0,6.3,-37.81956,144.89054,79.0,150.0,1,0
3,4,1.0,7.0,-37.8117,144.8873,96.0,411.0,1,0
1,4,3.0,13.0,-37.9278,145.0337,212.0,291.0,0,1
1,3,1.0,11.7,-37.8542,145.1138,112.0,384.0,1,0
1,4,3.0,2.1,-37.8357,144.9502,220.0,577.0,0,1
1,3,2.0,9.7,-37.7427,144.9226,196.0,722.0,1,0
1,3,1.0,5.2,-37.7741,144.9703,132.0,316.0,1,0
3,3,1.0,12.0,-37.70985,145.02073,100.0,178.0,0,1
3,3,2.0,13.8,-37.8684,144.815,113.0,205.0,0,1
1,4,2.0,13.0,-37.924,145.0504,233.0,902.0,1,0
1,4,2.0,6.1,-37.8667,144.9832,160.0,420.0,1,0
1,2,1.0,5.6,-37.805,145.0546,95.0,826.0,1,0
1,5,2.0,9.0,-37.8252,145.0721,282.0,838.0,1,0
1,4,2.0,5.2,-37.7725,144.964,207.0,657.0,1,0
3,4,2.0,8.2,-37.7994,144.8763,188.0,525.0,1,0
3,3,1.0,9.4,-37.7369,145.0376,87.0,523.0,1,0
3,2,1.0,17.9,-37.96342,145.06516000000005,98.5,359.0,0,1
1,3,1.0,12.2,-37.8723,145.1089,130.0,212.0,0,1
3,3,2.0,15.0,-37.7375,144.8282,186.0,530.0,0,1
1,3,1.0,5.4,-37.80946,145.04251000000005,126.0,372.0,1,0
1,3,2.0,13.7,-37.9391,145.012,140.0,355.0,0,1
1,4,3.0,13.9,-37.7795,145.1294,160.0,654.0,0,1
3,3,2.0,13.8,-37.86,144.8245,136.0,534.0,0,1
3,4,1.0,31.7,-37.67396,144.55784,129.92,865.0,0,1
1,4,2.0,8.0,-37.8576,144.8992,250.0,369.0,0,1
3,4,2.0,25.5,-37.61729,145.0238,248.0,400.0,0,1
1,3,1.0,9.2,-37.7862,145.0739,120.0,350.0,1,0
3,3,2.0,23.2,-37.82391,145.30266,147.0,482.0,0,1
3,3,1.0,6.4,-37.7922,144.8831,113.0,125.0,0,1
3,3,1.0,13.9,-37.7809,144.8228,153.0,697.0,1,0
3,2,1.0,6.4,-37.7939,144.8846,275.0,274.0,0,1
3,4,1.0,8.9,-37.74863,145.07202,237.0,630.0,1,0
3,3,2.0,15.5,-37.72321,144.80882,180.0,749.0,0,1
3,3,1.0,8.8,-37.73712,145.0369,115.96,377.0,1,0
1,3,1.0,2.6,-37.8263,145.0085,121.0,331.0,1,0
1,3,2.0,3.0,-37.84662,144.95675,161.0,152.0,1,0
1,3,1.0,2.7,-37.84497,144.99781000000004,132.0,136.0,0,1
3,2,1.0,13.5,-37.7294,144.888,84.0,272.0,1,0
3,4,2.0,15.0,-37.7302,145.0883,150.0,551.0,0,1
3,3,1.0,12.1,-37.70602,145.05945,101.0,612.0,1,0
1,3,2.0,7.5,-37.7997,145.058,160.0,611.0,1,0
3,3,1.0,16.7,-37.92624,145.1321,218.0,270.0,0,1
3,2,1.0,8.5,-37.7249,144.9474,105.0,100.0,0,1
3,3,1.0,8.8,-37.7307,145.0094,129.0,452.0,1,0
3,4,1.0,5.9,-37.7628,144.9459,148.0,589.0,1,0
1,2,1.0,9.3,-37.8995,145.0241,85.0,367.0,1,0
1,3,2.0,10.7,-37.9196,145.0205,222.0,337.0,0,1
1,3,2.0,13.9,-37.9127,145.0694,180.0,372.0,0,1
1,3,2.0,12.1,-37.9031,145.0668,138.0,553.0,1,0
3,3,2.0,12.8,-37.7487,144.8526,123.0,598.0,0,1
1,4,2.0,11.2,-37.8171,145.0934,185.0,619.0,1,0
1,3,2.0,13.9,-37.7892,145.131,140.0,731.0,1,0
1,3,2.0,2.1,-37.8363,144.9628,93.0,88.0,1,0
3,3,2.0,14.7,-37.87895,144.6707,137.0,287.0,0,1
3,4,2.0,14.7,-37.90336,144.67918,184.0,650.0,0,1
3,6,2.0,20.6,-37.59052,144.93066000000005,202.0,655.0,0,1
3,3,1.0,17.4,-37.65384,144.92272,128.0,798.0,0,1
3,3,2.0,22.2,-37.89628,145.22294,151.0,590.0,0,1
3,3,1.0,14.7,-37.87615,145.23192,71.0,137.0,0,1
1,3,2.0,4.3,-37.77727,144.92655,162.0,257.0,1,0
3,3,1.0,11.2,-37.7151,144.92103,111.0,327.0,1,0
1,4,1.0,2.6,-37.7944,144.9542,186.0,194.0,1,0
3,5,3.0,8.9,-37.73968,145.07973,210.0,694.0,0,1
3,2,1.0,19.6,-37.64827,145.05317,102.0,157.0,0,1
3,3,1.0,10.5,-37.7432,145.0479,99.0,596.0,1,0
1,2,1.0,13.8,-37.93557,145.00463,100.0,348.0,0,1
3,3,2.0,16.1,-37.68969,145.12366,150.0,684.0,0,1
1,1,1.0,21.5,-37.99825,145.08696,88.0,80.0,0,1
3,3,2.0,21.5,-38.01596,145.09932,154.0,612.0,1,0
3,5,2.0,10.5,-37.7487,145.0522,172.0,596.0,0,1
3,4,1.0,17.2,-37.81235,145.19756,160.0,842.0,1,0
1,2,1.0,4.3,-37.77266,144.9131,117.0,319.0,1,0
1,2,2.0,8.5,-37.8887,145.0046,137.0,155.0,0,1
1,4,2.0,17.2,-37.84842,145.1816,187.0,651.0,0,1
3,4,2.0,6.3,-37.8215,144.89614,142.0,277.0,1,0
3,3,1.0,17.4,-37.65702,144.92447,98.0,565.0,0,1
1,2,1.0,7.3,-37.79938,145.05662,88.0,422.0,1,0
1,2,2.0,6.4,-37.7804,145.0308,140.0,155.0,0,1
1,4,4.0,7.4,-37.8469,145.0377,159.0,716.0,1,0
3,3,3.0,11.8,-37.7733,145.0901,165.0,401.0,0,1
3,3,1.0,14.5,-37.6904,144.9121,173.0,647.0,1,0
3,3,1.0,16.3,-37.67024,145.03644,129.0,534.0,1,0
1,3,1.0,4.6,-37.8173,145.0252,90.0,232.0,1,0
1,4,2.0,3.2,-37.7817,144.9742,203.0,515.0,1,0
1,4,2.0,14.3,-37.79545,145.15372,235.0,723.0,0,1
3,3,2.0,9.9,-37.7152,144.9346,106.0,146.0,0,1
1,2,1.0,5.5,-37.7644,145.004,86.0,306.0,1,0
1,2,1.0,2.6,-37.8199,144.9911,74.0,103.0,1,0
3,4,3.0,18.0,-37.68966,145.14649,233.0,792.0,0,1
3,3,1.0,11.2,-37.7277,145.0248,97.0,159.0,0,1
1,3,2.0,7.5,-37.8302,145.0525,169.0,94.0,0,1
3,4,2.0,18.4,-37.86821,144.69566,205.0,680.0,0,1
1,3,2.0,10.7,-37.9269,145.0274,143.0,697.0,1,0
1,3,1.0,13.1,-37.8247,145.1206,106.0,307.0,1,0
1,3,2.0,13.0,-37.9272,145.0406,181.0,299.0,0,1
3,5,2.0,23.5,-37.91894,145.24305,217.0,733.0,0,1
3,3,1.0,6.3,-37.82067,144.87725,89.0,515.0,1,0
3,3,2.0,31.7,-37.57499,144.75329,150.0,563.0,0,1
1,3,2.0,3.0,-37.84398,144.95044,135.0,162.0,1,0
3,2,1.0,4.2,-37.7959,144.9343,72.0,174.0,1,0
1,4,2.0,4.6,-37.85768,145.00253999999995,275.0,787.0,1,0
1,2,1.0,2.6,-37.8235,145.0035,92.0,169.0,1,0
3,3,1.0,17.9,-37.97161,145.07036000000005,130.0,605.0,1,0
1,4,2.0,5.5,-37.7803,145.0063,231.0,824.0,1,0
1,3,2.0,4.1,-37.84297,145.01819,133.0,187.0,1,0
1,3,2.0,5.4,-37.80509,145.05572,103.0,151.0,1,0
3,2,1.0,7.8,-37.7508,144.9608,101.0,170.0,1,0
3,3,2.0,7.8,-37.7517,144.963,110.0,107.0,0,1
3,4,2.0,20.6,-37.57635,144.91151000000005,188.0,448.0,0,1
3,5,3.0,9.4,-37.7379,144.9022,196.0,463.0,1,0
3,3,1.0,8.2,-37.7384,144.90485,152.0,811.0,1,0
3,4,3.0,11.2,-37.701,144.9993,213.0,697.0,0,1
1,4,2.0,16.0,-37.94957,145.0246,187.0,613.0,1,0
3,3,1.0,12.1,-37.7076,144.9481,103.0,724.0,0,1
3,3,1.0,12.6,-37.7796,144.8372,116.0,513.0,1,0
1,2,1.0,11.2,-37.8159,145.091,80.0,681.0,0,1
1,3,2.0,5.6,-37.812,145.0268,190.0,591.0,1,0
1,5,2.0,10.3,-37.93203,145.02844,275.0,773.0,1,0
3,4,2.0,10.4,-37.74266,144.88577,178.74,270.0,0,1
3,3,3.0,6.6,-37.8033,144.8897,211.0,227.0,0,1
3,4,1.0,7.0,-37.8102,144.8885,133.0,306.0,1,0
3,2,1.0,13.8,-37.8687,144.8197,125.0,292.0,0,1
3,3,1.0,8.4,-37.74946,145.00875,120.0,349.0,1,0
1,3,1.0,13.0,-37.9256,145.0374,143.0,624.0,1,0
3,4,2.0,19.6,-37.64386,145.04817,110.0,548.0,0,1
1,3,2.0,13.9,-37.9076,145.06799999999996,119.0,557.0,1,0
1,3,2.0,11.0,-37.8655,145.0808,110.0,153.0,0,1
1,3,2.0,5.3,-37.76788,144.98621,124.0,258.0,1,0
3,2,1.0,13.9,-37.7795,144.8204,90.0,534.0,1,0
3,4,2.0,11.2,-37.71979,144.92341000000005,175.0,866.0,1,0
1,3,1.0,5.2,-37.7603,144.9573,117.0,264.0,1,0
3,4,1.0,13.0,-37.6975,144.9065,159.0,586.0,0,1
3,2,1.0,11.2,-37.6983,144.9998,65.0,133.0,0,1
3,4,2.0,6.4,-37.79591,144.87595,129.0,501.0,1,0
3,4,1.0,12.3,-37.90822,145.11146000000005,151.0,603.0,1,0
1,2,1.0,11.2,-37.9122,145.0038,74.0,90.0,1,0
1,5,3.0,11.4,-37.90422,145.02827,245.0,664.0,0,1
1,3,2.0,11.8,-37.8167,145.107,148.0,330.0,0,1
3,2,1.0,4.2,-37.7989,144.9275,79.0,132.0,1,0
1,3,2.0,4.6,-37.8445,145.0182,215.0,363.0,1,0
3,3,2.0,15.0,-37.7216,145.1066,173.0,568.0,0,1
3,3,1.0,13.8,-37.7343,145.0837,137.0,698.0,1,0
3,3,1.0,7.8,-37.7382,144.97299999999996,123.0,142.0,0,1
3,3,1.0,10.5,-37.80118,144.80996000000005,110.0,672.0,0,1
1,4,2.0,8.0,-37.7544,144.9325,183.0,291.0,1,0
1,3,2.0,6.9,-37.7627,144.9047,166.0,803.0,1,0
3,3,1.0,10.4,-37.72739,144.88235,96.0,551.0,1,0
1,4,3.0,14.3,-37.79773,145.15141,180.0,284.0,0,1
3,4,2.0,13.6,-37.7071,144.8989,170.0,702.0,0,1
3,4,2.0,27.0,-38.03526,145.13286000000005,202.0,536.0,0,1
3,3,2.0,6.2,-37.84461,144.87515,110.0,343.0,0,1
3,3,3.0,6.6,-37.8033,144.8897,211.0,227.0,0,1
1,3,1.0,4.6,-37.8448,145.0055,118.0,222.0,1,0
1,4,4.0,13.0,-37.8919,145.0781,255.79,370.0,0,1
1,4,3.0,13.8,-37.94088,145.0145,228.0,699.0,0,1
3,3,1.0,4.2,-37.7923,144.9332,104.0,234.0,1,0
1,3,2.0,11.0,-37.8742,145.07,228.0,351.0,0,1
1,3,1.0,4.5,-37.7713,144.9744,113.0,308.0,1,0
1,3,2.0,13.0,-37.9311,145.0428,143.0,613.0,1,0
1,4,3.0,3.2,-37.7893,144.9696,130.0,122.0,1,0
1,4,2.0,7.8,-37.8237,145.0638,232.0,600.0,1,0
1,3,1.0,5.6,-37.8023,145.0404,127.0,304.0,1,0
1,3,2.0,13.0,-37.9279,145.031,135.0,526.0,1,0
3,3,1.0,14.9,-37.7163,145.0768,90.0,302.0,1,0
3,2,1.0,8.2,-37.8021,144.8629,95.0,267.0,1,0
3,3,1.0,13.5,-37.7226,144.8733,113.0,579.0,0,1
3,4,2.0,14.7,-37.9413,145.0957,226.0,539.0,0,1
1,4,2.0,13.8,-37.7617,145.1065,160.0,770.0,0,1
3,4,2.0,10.5,-37.76508,144.83629,181.6,283.0,0,1
3,3,2.0,8.8,-37.7438,144.9971,123.0,604.0,1,0
1,3,1.0,13.4,-37.81169000000001,145.15735,124.0,492.0,1,0
1,3,1.0,9.7,-37.8013,145.0652,150.0,281.0,0,1
1,3,1.0,7.3,-37.84782,145.05004,111.0,316.0,1,0
1,4,3.0,8.0,-37.7418,144.8938,272.0,475.0,0,1
1,2,1.0,11.4,-37.892,145.0482,96.0,144.0,0,1
3,4,1.0,11.2,-37.70542,144.95127,158.0,652.0,1,0
3,3,1.0,6.4,-37.78242,144.86955,93.82,523.0,1,0
1,3,2.0,2.5,-37.8022,144.9954,128.0,120.0,0,1
1,4,2.0,13.0,-37.9326,145.0441,255.0,354.0,0,1
3,3,2.0,21.8,-37.66529,145.15363,135.0,790.0,0,1
1,3,1.0,12.1,-37.8968,145.075,107.0,274.0,1,0
1,4,3.0,10.5,-37.90396,144.99126,226.0,498.0,1,0
3,3,1.0,13.0,-37.6986,144.9243,97.0,640.0,1,0
3,4,2.0,10.8,-37.7908,144.8485,154.0,283.0,0,1
3,3,1.0,10.5,-37.76951,144.83309,121.0,471.0,1,0
1,3,3.0,3.8,-37.8368,144.9463,105.0,92.0,1,0
3,3,2.0,9.4,-37.84107,144.84179,130.0,529.0,0,1
1,5,3.0,11.2,-37.8175,145.0987,235.0,735.0,1,0
1,3,3.0,9.0,-37.8264,145.0741,148.0,468.0,1,0
3,6,3.0,18.0,-37.70872,145.16102,214.0,804.0,0,1
3,3,1.0,7.8,-37.8123,144.8805,114.0,350.0,1,0
1,4,2.0,6.6,-37.8668,144.9928,180.0,244.0,1,0
3,1,1.0,11.2,-37.7355,144.8874,58.0,710.0,0,1
1,4,3.0,11.2,-37.8792,145.0869,160.0,380.0,0,1
1,3,1.0,6.8,-37.86558,144.90474,115.0,179.0,1,0
1,3,1.0,4.6,-37.8243,145.0328,122.0,181.0,0,1
1,4,3.0,1.9,-37.83591,144.94963,93.0,153.0,1,0
3,4,2.0,35.4,-38.09683,145.12981000000005,199.0,535.0,0,1
3,3,2.0,11.0,-37.86472,144.82929,130.0,159.0,0,1
3,3,1.0,7.7,-37.8277,144.8841,134.0,320.0,1,0
1,3,2.0,7.9,-37.8079,145.09162,210.0,656.0,0,1
1,3,1.0,2.6,-37.8264,145.0123,95.0,154.0,1,0
3,4,1.0,13.3,-37.7662,144.8383,147.0,665.0,0,1
3,4,2.0,8.7,-37.7844,144.8876,196.0,573.0,1,0
3,2,1.0,9.9,-37.7282,144.928,91.0,110.0,0,1
1,3,2.0,2.6,-37.822,145.0041,95.0,132.0,1,0
1,2,1.0,7.4,-37.8686,145.03799999999995,95.0,232.0,0,1
1,2,1.0,2.5,-37.808,144.994,85.0,147.0,1,0
1,3,1.0,5.2,-37.75877,144.97316,120.0,331.0,1,0
1,3,2.0,8.0,-37.8513,144.8961,93.0,364.0,0,1
1,3,2.0,4.0,-37.76049,144.98065,121.8,110.0,0,1
1,3,1.0,11.4,-37.8876,145.0502,166.0,425.0,1,0
3,2,1.0,17.9,-37.65623,145.07431,104.0,389.0,0,1
3,5,2.0,24.7,-37.96171,145.20122,146.0,608.0,1,0
3,3,1.0,9.9,-37.7187,144.9514,132.0,522.0,1,0
1,3,1.0,9.2,-37.7951,145.0696,116.0,605.0,1,0
3,3,2.0,16.5,-37.67823,144.90001999999996,142.0,898.0,0,1
3,3,1.0,12.4,-37.7043,144.9769,97.0,720.0,1,0
1,4,3.0,18.8,-37.92979,145.2036,224.0,650.0,0,1
3,2,1.0,9.9,-37.7291,144.9446,87.0,159.0,0,1
1,4,3.0,13.7,-37.9401,145.0083,209.0,414.0,1,0
3,3,2.0,9.2,-37.734,144.9728,134.0,472.0,0,1
1,4,2.0,5.2,-37.76296,144.97239,187.0,461.0,1,0
1,3,2.0,6.5,-37.759,144.988,144.0,157.0,0,1
1,3,1.0,10.4,-37.8878,145.0456,137.0,553.0,1,0
3,4,1.0,34.9,-38.10346,145.18159,103.0,646.0,0,1
1,4,2.0,9.2,-37.786,145.0886,175.0,754.0,1,0
1,4,2.0,11.2,-37.81800000000001,145.0946,265.0,764.0,1,0
1,3,1.0,5.5,-37.7822,144.9935,143.0,899.0,1,0
1,4,1.0,8.0,-37.7509,144.8922,127.0,533.0,1,0
1,3,1.0,14.0,-37.8951,145.101,115.0,548.0,0,1
3,3,2.0,6.2,-37.83172,144.86683,135.0,340.0,0,1
1,3,2.0,9.0,-37.772,145.0538,165.0,180.0,0,1
3,4,3.0,16.5,-37.67841,144.87923999999995,264.0,544.0,0,1
1,4,2.0,10.2,-37.86058,145.08542,200.0,338.0,0,1
3,4,1.0,11.7,-37.7482,144.86924,113.0,185.0,0,1
3,4,2.0,13.8,-37.7395,145.0875,183.0,696.0,1,0
3,4,3.0,10.4,-37.74101,144.88478,251.0,634.0,0,1
3,3,1.0,5.9,-37.766,144.945,113.0,335.0,1,0
3,4,2.0,7.0,-37.8139,144.8741,206.0,244.0,0,1
1,2,1.0,5.9,-37.7807,144.9285,77.0,124.0,1,0
1,2,1.0,7.2,-37.88374,144.98518,73.0,637.0,0,1
3,3,1.0,4.4,-37.7823,144.9278,84.0,244.0,1,0
1,2,1.0,3.3,-37.8454,144.9891,82.0,161.0,1,0
3,3,2.0,17.9,-37.95656,145.06926,137.0,138.0,0,1
1,2,1.0,1.8,-37.79524,144.94642,67.0,100.0,1,0
3,3,2.0,18.0,-37.71594,144.7415,231.0,666.0,0,1
3,5,5.0,27.0,-38.03335,145.13212,243.0,570.0,0,1
3,4,3.0,13.6,-37.8805,145.105,160.0,209.0,0,1
3,3,1.0,12.4,-37.6966,144.9695,128.0,578.0,1,0
3,2,1.0,8.5,-37.71949,144.94283,88.0,487.0,1,0
1,2,1.0,5.5,-37.7642,144.9963,106.0,174.0,0,1
3,2,1.0,11.4,-37.7437,145.0729,105.0,190.0,0,1
3,3,1.0,9.1,-37.8268,144.8675,92.0,144.0,0,1
1,3,1.0,2.6,-37.8193,144.9993,105.0,199.0,1,0
3,3,2.0,10.4,-37.72812,144.88735,163.0,697.0,0,1
1,3,1.0,13.1,-37.8258,145.1246,151.0,741.0,1,0
1,3,2.0,2.6,-37.8217,145.007,141.0,312.0,1,0
3,3,1.0,14.9,-37.7115,145.088,97.0,604.0,0,1
1,4,3.0,5.6,-37.7982,145.0281,230.0,641.0,0,1
3,3,2.0,9.4,-37.7374,144.9006,104.0,189.0,0,1
1,4,2.0,7.8,-37.87206,145.03512,176.0,494.0,1,0
3,4,1.0,7.8,-37.7432,144.9768,160.0,412.0,1,0
1,4,3.0,13.9,-37.7954,145.1379,275.0,657.0,0,1
3,3,2.0,15.3,-37.68403,144.99246000000005,152.0,545.0,0,1
1,4,3.0,10.7,-37.9295,145.0144,118.0,312.0,1,0
1,2,1.0,11.4,-37.8886,145.05200000000005,106.0,158.0,0,1
1,4,2.0,5.2,-37.7745,144.9523,199.0,354.0,1,0
1,4,2.0,13.8,-37.91327,145.07917,175.0,604.0,1,0
1,2,1.0,10.7,-37.9153,145.0142,126.0,649.0,1,0
1,3,2.0,13.9,-37.9196,145.0691,117.0,268.0,0,1
1,4,2.0,1.8,-37.801,144.9656,195.0,132.0,1,0
3,3,1.0,11.2,-37.704,144.9864,133.0,807.0,0,1
1,4,2.0,1.6,-37.8004,144.9768,165.0,132.0,1,0
1,3,1.0,3.8,-37.8332,144.945,106.0,108.0,1,0
1,4,1.0,9.7,-37.8099,145.0792,115.0,672.0,1,0
1,3,1.0,7.8,-37.8379,145.0849,164.0,692.0,1,0
3,3,1.0,24.7,-37.98997,145.2254,145.0,713.0,1,0
3,2,1.0,3.4,-37.79244,144.92036000000004,108.0,105.0,0,1
1,3,1.0,7.4,-37.8462,145.0386,128.0,696.0,1,0
1,3,1.0,4.5,-37.7729,144.9724,116.0,213.0,1,0
3,3,2.0,11.2,-37.7217,145.0163,135.0,681.0,1,0
3,3,2.0,25.9,-37.5875,145.11883999999995,150.0,359.0,0,1
1,3,1.0,11.2,-37.8799,145.0738,165.0,888.0,1,0
1,2,1.0,13.8,-37.7564,145.1195,90.0,340.0,0,1
1,3,1.0,14.0,-37.8968,145.0983,103.0,340.0,1,0
1,3,2.0,13.9,-37.792,145.1077,150.0,366.0,0,1
3,4,1.0,13.3,-37.7712,144.8336,130.0,581.0,1,0
1,3,2.0,10.1,-37.89204,145.06086000000005,171.0,483.0,1,0
3,3,1.0,11.1,-37.8322,144.8399,132.0,535.0,0,1
3,2,2.0,13.8,-37.8687,144.8268,76.0,175.0,0,1
1,2,1.0,9.1,-37.7587,144.9015,131.0,809.0,0,1
1,3,2.0,6.5,-37.7595,145.0017,159.0,417.0,1,0
1,3,2.0,11.2,-37.9228,144.9996,118.0,404.0,1,0
3,3,2.0,11.4,-37.7347,145.0783,99.0,606.0,1,0
3,3,2.0,13.6,-37.709,144.8925,138.0,608.0,0,1
1,4,2.0,5.6,-37.8095,145.0391,220.0,603.0,1,0
1,4,2.0,13.1,-37.8244,145.1319,235.0,780.0,1,0
1,4,3.0,8.5,-37.883,144.999,185.0,386.0,1,0
3,3,1.0,9.9,-37.7286,144.9456,104.0,449.0,1,0
3,3,1.0,11.2,-37.70855,144.90441,132.0,604.0,1,0
1,3,1.0,9.2,-37.8541,145.0544,142.0,504.0,1,0
1,2,1.0,13.9,-37.91,145.0842,79.0,76.0,0,1
3,2,1.0,8.8,-37.7352,144.9852,88.0,400.0,1,0
3,3,1.0,7.0,-37.8159,144.8795,87.0,189.0,1,0
3,2,1.0,14.6,-37.9424,145.0464,75.0,649.0,1,0
1,3,2.0,7.7,-37.84689,145.05863,223.0,227.0,0,1
3,2,1.0,9.2,-37.723,144.96,116.0,563.0,1,0
1,3,2.0,2.1,-37.8329,144.9529,113.0,224.0,1,0
1,4,2.0,13.0,-37.9166,145.0314,250.0,795.0,1,0
3,4,2.0,19.6,-37.63904,145.0589,260.0,854.0,0,1
3,3,1.0,31.7,-37.68738,144.57415,100.0,900.0,0,1
1,2,1.0,3.6,-37.79346,144.99642,104.0,146.0,1,0
3,2,1.0,6.3,-37.82333,144.87955,123.5,463.0,1,0
3,3,1.0,15.0,-37.7303,145.0823,122.0,687.0,0,1
1,4,2.0,11.7,-37.8599,145.1101,210.0,438.0,0,1
3,5,1.0,4.4,-37.7859,144.9323,200.0,432.0,1,0
3,4,2.0,18.0,-37.70477,145.16552,180.0,573.0,0,1
3,2,1.0,8.7,-37.774,144.8797,85.0,54.0,0,1
3,4,1.0,7.0,-37.8126,144.8905,167.0,766.0,0,1
1,3,2.0,16.7,-37.86931,145.15081,152.0,328.0,0,1
1,3,1.0,9.2,-37.8575,145.0554,153.0,762.0,1,0
3,3,1.0,6.4,-37.7913,144.8879,118.0,361.0,1,0
3,3,2.0,14.8,-37.73321,144.75752,195.0,480.0,0,1
1,2,1.0,7.8,-37.8479,145.0958,77.0,896.0,1,0
3,2,1.0,8.8,-37.7343,145.0025,121.0,132.0,0,1
3,3,1.0,12.6,-37.7842,144.843,117.0,616.0,1,0
3,3,2.0,1.6,-37.7961,144.9873,82.0,82.0,0,1
3,4,1.0,20.6,-37.61114,144.93683,110.0,641.0,0,1
3,2,1.0,7.0,-37.8223,144.8779,114.0,435.0,1,0
1,1,2.0,9.1,-37.7632,144.898,136.0,676.0,0,1
3,2,2.0,7.8,-37.8115,144.8763,179.0,180.0,0,1
3,3,1.0,9.9,-37.7184,144.9488,124.0,464.0,1,0
3,2,1.0,14.5,-37.71098,145.08926,98.0,298.0,0,1
3,4,2.0,24.8,-37.89863,145.26708,148.0,738.0,0,1
3,4,2.0,15.5,-37.72483,144.8143,152.0,757.0,0,1
3,3,2.0,26.0,-37.80212,145.33016999999995,162.0,862.0,0,1
3,3,1.0,14.7,-37.9196,145.0876,122.0,648.0,1,0
3,4,2.0,12.9,-37.70598,144.87616,267.0,700.0,0,1
