Price,SuburbClass,Rooms,Bathroom,Car,Distance,Latitude,Longitude,HouseAgeType_historic,HouseAgeType_modern
468000.0,3,3,2.0,2.0,13.6,-37.7087,144.8962,0,1
709000.0,3,4,2.0,2.0,13.6,-37.7016,144.8974,0,1
485000.0,3,3,2.0,1.0,13.6,-37.7076,144.8961,0,1
540000.0,3,3,2.0,1.0,13.6,-37.704,144.8989,0,1
390000.0,3,3,2.0,1.0,13.6,-37.7091,144.8958,0,1
800000.0,3,4,2.0,2.0,13.6,-37.7062,144.8978,0,1
740000.0,3,4,2.0,2.0,13.6,-37.7016,144.8974,0,1
605000.0,3,3,1.0,2.0,12.1,-37.711,144.9478,1,0
685500.0,3,3,1.0,2.0,12.1,-37.7076,144.9481,0,1
610000.0,3,2,1.0,1.0,12.1,-37.7153,144.9507,1,0
630000.0,3,3,1.0,1.0,12.1,-37.7124,144.9514,0,1
870000.0,3,4,3.0,5.0,12.1,-37.7127,144.9489,0,1
810000.0,3,3,2.0,2.0,12.1,-37.7149,144.9473,1,0
487000.0,3,2,1.0,2.0,12.1,-37.7132,144.9488,0,1
700000.0,3,4,2.0,2.0,12.1,-37.7056,144.9384,1,0
600500.0,3,4,2.0,1.0,12.1,-37.7062,144.9387,0,1
730000.0,3,3,1.0,2.0,12.1,-37.7106,144.9491,0,1
800000.0,3,3,2.0,2.0,12.1,-37.7094,144.9377,1,0
750000.0,3,3,2.0,2.0,12.1,-37.715,144.9475,0,1
740000.0,3,3,1.0,1.0,12.1,-37.7077,144.9438,1,0
646000.0,3,3,1.0,2.0,12.1,-37.7157,144.9507,0,1
545000.0,3,3,2.0,3.0,12.1,-37.7073,144.9486,0,1
777000.0,3,4,1.0,2.0,12.1,-37.704,144.9399,1,0
722000.0,3,2,3.0,1.0,12.1,-37.7098,144.9424,1,0
545000.0,3,2,1.0,3.0,12.1,-37.7128,144.9471,1,0
510000.0,3,3,2.0,2.0,12.1,-37.707,144.9411,0,1
631500.0,3,3,1.0,3.0,12.1,-37.7133,144.947,0,1
550000.0,3,3,1.0,3.0,12.1,-37.7107,144.9419,1,0
715888.0,3,2,1.0,1.0,12.1,-37.7099,144.938,1,0
468000.0,3,2,1.0,1.0,12.1,-37.707,144.9413,0,1
515000.0,3,2,1.0,2.0,12.1,-37.7128,144.9496,0,1
895000.0,1,2,1.0,1.0,13.7,-37.9355,145.0008,0,1
2140000.0,1,4,2.0,3.0,13.7,-37.9319,145.0173,1,0
1600000.0,1,4,2.0,2.0,13.7,-37.9324,145.0235,0,1
1003500.0,1,3,1.0,2.0,13.7,-37.9338,145.0226,0,1
1560000.0,1,3,1.0,3.0,13.7,-37.9399,145.0204,1,0
760000.0,1,2,1.0,1.0,13.7,-37.9389,145.0186,0,1
1680000.0,1,4,1.0,1.0,13.7,-37.9437,145.0175,1,0
1120000.0,1,3,2.0,3.0,13.7,-37.9395,145.0088,0,1
1250000.0,1,4,3.0,2.0,13.7,-37.9381,145.0161,0,1
2000000.0,1,4,3.0,4.0,13.7,-37.9429,145.0072,1,0
1805000.0,1,5,2.0,2.0,13.7,-37.9419,145.0156,1,0
1050000.0,1,3,2.0,2.0,13.7,-37.9449,145.0144,0,1
810000.0,1,3,1.0,1.0,13.7,-37.9396,145.0156,1,0
1460000.0,1,3,2.0,2.0,13.7,-37.933,144.9975,0,1
3075000.0,1,5,2.0,2.0,13.7,-37.9386,145.006,1,0
875500.0,1,2,2.0,1.0,13.7,-37.9442,145.0018,0,1
1100000.0,1,3,2.0,1.0,13.7,-37.9391,145.012,0,1
1460000.0,1,4,3.0,2.0,13.7,-37.9369,145.0163,1,0
1740000.0,1,4,3.0,2.0,13.7,-37.9401,145.0083,1,0
1800000.0,1,4,2.0,1.0,13.7,-37.9315,145.0109,1,0
2160000.0,1,4,2.0,1.0,13.7,-37.9382,144.9997,1,0
2250000.0,1,4,2.0,2.0,13.7,-37.9407,145.0104,1,0
2130000.0,1,4,2.0,2.0,13.7,-37.9446,145.0092,1,0
926000.0,3,3,2.0,2.0,14.5,-37.9431,145.0267,1,0
1070000.0,3,3,1.0,3.0,14.5,-37.9428,145.0296,0,1
801000.0,3,2,1.0,1.0,14.5,-37.9432,145.0348,0,1
472000.0,3,2,1.0,1.0,14.5,-37.933,145.0322,0,1
1300000.0,3,3,2.0,2.0,14.5,-37.9431,145.0274,1,0
1650000.0,1,4,2.0,2.0,4.6,-37.8344,145.0422,0,1
2670000.0,1,4,2.0,1.0,4.6,-37.8183,145.0371,1,0
1189000.0,1,3,1.0,1.0,4.6,-37.8243,145.0328,0,1
610000.0,1,2,2.0,1.0,4.6,-37.8154,145.0369,0,1
2000000.0,1,3,2.0,1.0,4.6,-37.8155,145.019,1,0
1420000.0,1,3,1.0,0.0,4.6,-37.8214,145.0437,1,0
1300000.0,1,3,2.0,1.0,4.6,-37.8236,145.0425,1,0
1300000.0,1,3,1.0,0.0,4.6,-37.8173,145.0252,1,0
1741000.0,1,3,1.0,1.0,4.6,-37.8155,145.0385,1,0
2065000.0,1,3,1.0,1.0,4.6,-37.8165,145.02100000000004,1,0
1712000.0,1,3,1.0,1.0,4.6,-37.814,145.0212,1,0
3225000.0,1,4,2.0,2.0,4.6,-37.814,145.0175,1,0
1650000.0,1,4,2.0,3.0,4.6,-37.8271,145.0243,0,1
1936000.0,1,4,2.0,1.0,4.6,-37.8142,145.0252,1,0
1560000.0,1,3,2.0,0.0,4.6,-37.8169,145.0234,1,0
1780000.0,1,3,3.0,2.0,4.6,-37.824,145.0427,0,1
657500.0,1,2,1.0,1.0,4.6,-37.8177,145.0424,0,1
1180000.0,1,3,1.0,3.0,4.6,-37.8176,145.0204,1,0
1800000.0,1,4,2.0,4.0,4.6,-37.839,145.0418,1,0
1855000.0,1,3,1.0,1.0,4.6,-37.8253,145.0287,1,0
1551000.0,1,3,1.0,1.0,4.6,-37.8172,145.0243,1,0
612500.0,1,2,1.0,1.0,4.6,-37.8183,145.0423,1,0
2410000.0,1,3,2.0,0.0,4.6,-37.8169,145.02100000000004,1,0
1055000.0,1,2,2.0,1.0,4.6,-37.813,145.0167,0,1
1976000.0,1,4,2.0,2.0,4.6,-37.8246,145.026,1,0
1400000.0,1,3,2.0,1.0,4.6,-37.8159,145.0219,1,0
815000.0,3,2,1.0,2.0,10.5,-37.7501,145.0505,1,0
565000.0,3,2,2.0,1.0,10.5,-37.7426,145.0556,0,1
994000.0,3,3,2.0,2.0,10.5,-37.7453,145.0559,1,0
785000.0,3,3,1.0,0.0,10.5,-37.7477,145.0481,1,0
620000.0,3,3,2.0,2.0,10.5,-37.7424,145.0519,0,1
706750.0,3,3,2.0,2.0,10.5,-37.7449,145.0523,0,1
584000.0,3,2,1.0,1.0,10.5,-37.7418,145.0513,1,0
909000.0,3,3,2.0,2.0,10.5,-37.7358,145.0546,1,0
1086000.0,3,4,2.0,2.0,10.5,-37.7404,145.0582,1,0
680000.0,3,2,1.0,1.0,10.5,-37.7365,145.0545,1,0
650000.0,3,2,1.0,3.0,10.5,-37.7377,145.0541,1,0
890000.0,3,5,2.0,2.0,10.5,-37.7487,145.0522,0,1
650000.0,3,3,1.0,2.0,10.5,-37.7422,145.05,1,0
605000.0,3,2,1.0,1.0,10.5,-37.7416,145.0567,0,1
770000.0,3,8,4.0,4.0,10.5,-37.7426,145.048,1,0
950000.0,3,3,1.0,2.0,10.5,-37.7406,145.0483,1,0
856000.0,3,4,1.0,2.0,10.5,-37.7477,145.0565,0,1
600000.0,3,3,2.0,2.0,10.5,-37.7358,145.0559,0,1
915000.0,3,3,1.0,1.0,10.5,-37.7416,145.0481,1,0
400000.0,3,2,1.0,1.0,10.5,-37.747,145.0575,0,1
550000.0,3,3,1.0,1.0,10.5,-37.7363,145.0506,1,0
590000.0,3,2,1.0,2.0,10.5,-37.7435,145.0486,1,0
460000.0,3,2,1.0,2.0,10.5,-37.7428,145.0557,1,0
1000500.0,3,4,2.0,1.0,10.5,-37.7478,145.0477,1,0
631000.0,3,3,1.0,1.0,10.5,-37.7432,145.0479,1,0
691000.0,3,3,1.0,2.0,9.4,-37.7456,145.0397,0,1
560000.0,3,3,1.0,1.0,9.4,-37.7369,145.0376,1,0
370000.0,3,2,1.0,1.0,9.4,-37.7383,145.036,0,1
532000.0,3,3,1.0,1.0,9.4,-37.7369,145.0422,1,0
515500.0,3,2,1.0,1.0,9.4,-37.7441,145.0379,1,0
800000.0,3,3,1.0,3.0,9.4,-37.746,145.0422,1,0
620000.0,3,2,1.0,2.0,9.4,-37.7389,145.0393,1,0
360000.0,3,2,1.0,1.0,9.4,-37.7444,145.047,0,1
440500.0,3,2,1.0,1.0,9.4,-37.7341,145.0434,1,0
758000.0,3,4,1.0,1.0,9.4,-37.7466,145.0428,1,0
715000.0,3,4,2.0,2.0,9.4,-37.738,145.0374,0,1
1375000.0,3,3,1.0,1.0,9.4,-37.7344,145.04399999999995,1,0
722000.0,3,3,1.0,2.0,9.4,-37.7386,145.0387,1,0
725000.0,3,2,1.0,3.0,9.4,-37.7443,145.0462,1,0
465000.0,3,3,1.0,1.0,9.4,-37.7399,145.0369,1,0
1550000.0,1,2,1.0,1.0,13.0,-37.8931,145.0791,1,0
1340000.0,1,3,1.0,1.0,13.0,-37.8994,145.0816,1,0
1316000.0,1,3,1.0,2.0,13.0,-37.9072,145.0762,1,0
828000.0,1,3,2.0,1.0,13.0,-37.8966,145.0863,0,1
1055000.0,1,3,1.0,1.0,13.0,-37.9022,145.0811,1,0
623000.0,1,2,1.0,1.0,13.0,-37.8988,145.0781,0,1
1745000.0,1,4,2.0,1.0,13.0,-37.9002,145.0768,1,0
1700000.0,1,4,2.0,2.0,13.0,-37.9002,145.0773,1,0
1337000.0,1,4,1.0,2.0,13.0,-37.8991,145.0804,1,0
400000.0,1,2,1.0,1.0,13.0,-37.8945,145.0876,0,1
1210000.0,1,3,1.0,2.0,13.0,-37.9034,145.0796,1,0
1167500.0,1,4,2.0,1.0,13.0,-37.898,145.0815,1,0
900000.0,1,3,2.0,1.0,13.0,-37.8937,145.0779,0,1
677500.0,1,2,1.0,4.0,13.0,-37.9084,145.0775,1,0
890000.0,1,3,2.0,2.0,7.9,-37.766,145.0345,0,1
739000.0,1,2,1.0,1.0,7.9,-37.7702,145.0493,0,1
785000.0,1,3,2.0,0.0,7.9,-37.7551,145.05,1,0
1155000.0,1,3,1.0,2.0,7.9,-37.7773,145.0379,1,0
1020000.0,1,2,1.0,1.0,7.9,-37.7568,145.0355,1,0
1465000.0,1,3,1.0,2.0,7.9,-37.7635,145.039,1,0
413000.0,1,1,1.0,1.0,7.9,-37.7591,145.0501,1,0
1220000.0,1,3,1.0,1.0,7.9,-37.7634,145.0361,0,1
1605000.0,1,3,2.0,2.0,7.9,-37.7702,145.0398,1,0
587000.0,1,2,1.0,1.0,7.9,-37.7634,145.0406,1,0
1535000.0,1,3,1.0,2.0,7.9,-37.7674,145.0392,1,0
1470000.0,1,4,2.0,1.0,7.9,-37.7565,145.0506,1,0
1486000.0,1,3,1.0,2.0,7.9,-37.7634,145.0439,1,0
1730000.0,1,5,2.0,2.0,7.9,-37.7591,145.04,0,1
1850000.0,1,3,2.0,2.0,7.9,-37.7659,145.0392,0,1
500000.0,1,2,1.0,1.0,7.9,-37.7634,145.0406,1,0
1102000.0,1,3,1.0,1.0,7.9,-37.7645,145.0314,1,0
1275000.0,1,3,2.0,2.0,7.9,-37.7587,145.0426,1,0
785000.0,1,2,2.0,1.0,7.9,-37.7618,145.0287,0,1
1223500.0,1,3,2.0,2.0,7.9,-37.758,145.0408,0,1
1720000.0,1,4,2.0,3.0,7.9,-37.7771,145.0448,1,0
1225000.0,1,3,1.0,1.0,7.9,-37.7709,145.0425,1,0
1460000.0,1,4,1.0,2.0,7.9,-37.7707,145.0467,1,0
700000.0,1,3,2.0,1.0,7.9,-37.7661,145.0354,0,1
710000.0,1,2,1.0,1.0,7.9,-37.7582,145.034,0,1
515000.0,3,3,1.0,4.0,15.0,-37.7392,144.8241,0,1
582000.0,3,3,2.0,4.0,15.0,-37.7375,144.8282,0,1
545000.0,3,3,2.0,2.0,15.0,-37.7367,144.8246,0,1
500000.0,3,4,1.0,2.0,15.0,-37.7336,144.8226,0,1
560000.0,3,4,2.0,2.0,15.0,-37.7378,144.8264,0,1
703000.0,3,3,2.0,2.0,12.8,-37.7402,144.8591,0,1
650000.0,3,3,1.0,1.0,12.8,-37.7441,144.8503,0,1
770000.0,3,3,2.0,1.0,12.8,-37.7325,144.8621,0,1
900000.0,3,4,2.0,1.0,12.8,-37.7506,144.8689,0,1
700000.0,3,3,2.0,2.0,12.8,-37.7514,144.8731,0,1
816000.0,3,4,2.0,1.0,12.8,-37.7482,144.877,0,1
845000.0,3,4,1.0,1.0,12.8,-37.7425,144.8683,0,1
772000.0,3,3,2.0,3.0,12.8,-37.7465,144.876,0,1
757000.0,3,3,2.0,1.0,12.8,-37.7295,144.8644,1,0
690000.0,3,3,2.0,2.0,12.8,-37.7469,144.8526,0,1
583000.0,3,3,1.0,1.0,12.8,-37.7459,144.8643,0,1
880000.0,3,3,1.0,2.0,12.8,-37.7435,144.8798,0,1
580000.0,3,3,2.0,2.0,12.8,-37.7434,144.881,0,1
886000.0,3,4,3.0,1.0,12.8,-37.7293,144.8659,1,0
920000.0,3,4,2.0,2.0,12.8,-37.7479,144.8805,0,1
976000.0,3,3,3.0,2.0,12.8,-37.7459,144.8788,0,1
1420000.0,3,4,2.0,2.0,12.8,-37.7453,144.8721,0,1
900000.0,3,3,1.0,1.0,12.8,-37.7301,144.8671,0,1
560000.0,3,3,1.0,2.0,12.8,-37.7459,144.8673,0,1
1010000.0,3,4,2.0,2.0,12.8,-37.7502,144.8745,0,1
835000.0,3,4,2.0,3.0,12.8,-37.7452,144.8652,0,1
705000.0,3,3,2.0,1.0,12.8,-37.7517,144.8776,0,1
680000.0,3,3,2.0,2.0,12.8,-37.749,144.8599,0,1
785000.0,3,3,1.0,2.0,12.8,-37.7311,144.8663,0,1
695000.0,3,3,2.0,2.0,12.8,-37.734,144.8593,0,1
770000.0,3,4,2.0,2.0,12.8,-37.7428,144.8536,0,1
570000.0,3,3,1.0,2.0,12.8,-37.7408,144.8553,0,1
830000.0,3,4,2.0,2.0,12.8,-37.7394,144.8628,0,1
600000.0,3,3,1.0,1.0,12.8,-37.7498,144.8585,0,1
825000.0,3,3,2.0,1.0,12.8,-37.7378,144.8705,0,1
735000.0,3,4,2.0,2.0,12.8,-37.7381,144.8554,0,1
601200.0,3,3,1.0,1.0,12.8,-37.7303,144.8636,1,0
680000.0,3,3,1.0,2.0,12.8,-37.7305,144.8646,0,1
705000.0,3,3,1.0,2.0,12.8,-37.7449,144.8533,0,1
710000.0,3,3,2.0,1.0,12.8,-37.7415,144.8668,0,1
732000.0,3,4,2.0,2.0,12.8,-37.7479,144.8763,0,1
715000.0,3,3,2.0,4.0,12.8,-37.7487,144.8526,0,1
852000.0,3,3,1.0,1.0,4.2,-37.7929,144.9197,0,1
1037000.0,3,3,1.0,1.0,4.2,-37.7953,144.9275,1,0
1470000.0,3,3,1.0,1.0,4.2,-37.7957,144.93200000000004,1,0
1271000.0,3,3,1.0,1.0,4.2,-37.7938,144.9228,1,0
1010000.0,3,3,1.0,0.0,4.2,-37.7923,144.9332,1,0
750000.0,3,2,1.0,1.0,4.2,-37.7976,144.9213,0,1
905000.0,3,2,2.0,1.0,4.2,-37.799,144.9276,0,1
960000.0,3,2,1.0,1.0,4.2,-37.7959,144.9343,1,0
1031000.0,3,2,1.0,1.0,4.2,-37.7929,144.9287,1,0
870000.0,3,3,1.0,1.0,4.2,-37.7891,144.92600000000004,0,1
1165000.0,3,3,1.0,0.0,4.2,-37.7923,144.9324,1,0
1710000.0,3,5,2.0,2.0,4.2,-37.7893,144.933,1,0
1455000.0,3,3,1.0,0.0,4.2,-37.7954,144.9274,1,0
765000.0,3,2,1.0,2.0,4.2,-37.7902,144.9319,0,1
1234500.0,3,2,2.0,2.0,4.2,-37.7922,144.9316,0,1
825000.0,3,2,1.0,1.0,4.2,-37.7925,144.9264,1,0
812000.0,3,2,1.0,0.0,4.2,-37.7989,144.9275,1,0
1900000.0,3,5,2.0,2.0,4.2,-37.7893,144.933,1,0
732000.0,3,2,2.0,1.0,4.2,-37.7934,144.9166,0,1
1260000.0,3,3,2.0,2.0,4.2,-37.792,144.9324,1,0
1000000.0,3,3,2.0,2.0,4.2,-37.7926,144.9197,0,1
1155000.0,3,2,1.0,1.0,4.2,-37.7918,144.9264,1,0
700000.0,3,2,2.0,1.0,4.2,-37.7903,144.9345,0,1
1230000.0,3,3,1.0,1.0,4.2,-37.793,144.934,1,0
850000.0,3,2,1.0,1.0,4.2,-37.7925,144.9315,1,0
868000.0,3,2,1.0,1.0,4.2,-37.7921,144.9234,0,1
610000.0,1,2,1.0,1.0,5.6,-37.8024,145.0346,0,1
1326000.0,1,2,1.0,2.0,5.6,-37.8012,145.0361,1,0
1950000.0,1,4,2.0,2.0,5.6,-37.8147,145.0438,0,1
2550000.0,1,4,2.0,2.0,5.6,-37.8095,145.0391,1,0
1910000.0,1,4,3.0,2.0,5.6,-37.8007,145.0374,0,1
1410000.0,1,3,1.0,2.0,5.6,-37.8023,145.0404,1,0
2310000.0,1,3,1.0,2.0,5.6,-37.8107,145.0219,1,0
2315000.0,1,4,2.0,0.0,5.6,-37.8125,145.043,1,0
800000.0,1,3,2.0,2.0,5.6,-37.796,145.0324,0,1
1905000.0,1,3,2.0,2.0,5.6,-37.812,145.0268,1,0
2286000.0,1,4,3.0,2.0,5.6,-37.8034,145.0527,0,1
1575000.0,1,3,2.0,2.0,5.6,-37.8013,145.0335,1,0
1312000.0,1,4,2.0,1.0,5.6,-37.8096,145.0529,1,0
890000.0,1,2,2.0,1.0,5.6,-37.8148,145.0571,0,1
1331000.0,1,2,1.0,1.0,5.6,-37.7995,145.0418,1,0
1800000.0,1,4,2.0,2.0,5.6,-37.7933,145.0343,1,0
1476000.0,1,3,2.0,2.0,5.6,-37.7997,145.046,0,1
2590000.0,1,4,2.0,2.0,5.6,-37.8124,145.0361,1,0
2625000.0,1,4,2.0,2.0,5.6,-37.8083,145.0418,1,0
2265000.0,1,4,1.0,1.0,5.6,-37.8098,145.02200000000005,1,0
1330000.0,1,3,2.0,2.0,5.6,-37.7993,145.0267,0,1
1450000.0,1,3,2.0,2.0,5.6,-37.8053,145.0327,0,1
2460000.0,1,4,4.0,2.0,5.6,-37.8042,145.0291,1,0
2850000.0,1,4,2.0,4.0,5.6,-37.8037,145.0308,1,0
2425000.0,1,5,2.0,2.0,5.6,-37.8044,145.0386,1,0
610000.0,1,2,1.0,1.0,5.6,-37.8024,145.0346,0,1
955000.0,1,3,2.0,2.0,5.6,-37.8063,145.0179,0,1
707500.0,1,2,1.0,1.0,5.6,-37.7938,145.0321,0,1
732000.0,1,3,1.0,1.0,5.6,-37.801,145.0297,0,1
1500000.0,1,3,1.0,2.0,5.6,-37.7981,145.0423,1,0
1750000.0,1,4,3.0,2.0,5.6,-37.7982,145.0281,0,1
1440000.0,1,3,1.0,1.0,5.6,-37.8021,145.0391,1,0
2600000.0,1,5,2.0,2.0,5.6,-37.8064,145.0608,1,0
3280000.0,1,5,5.0,2.0,5.6,-37.8117,145.0449,0,1
1420000.0,1,3,2.0,2.0,5.6,-37.8052,145.0489,0,1
1800000.0,1,3,2.0,1.0,5.6,-37.8074,145.0318,1,0
1950000.0,1,5,2.0,3.0,7.5,-37.7923,145.0528,1,0
1920000.0,1,3,1.0,2.0,7.5,-37.789,145.0616,1,0
1615000.0,1,3,1.0,1.0,7.5,-37.7922,145.0518,1,0
1315000.0,1,4,2.0,2.0,7.5,-37.7981,145.0472,1,0
1750000.0,1,3,2.0,4.0,7.5,-37.7997,145.058,1,0
1315000.0,1,4,2.0,2.0,7.5,-37.7981,145.0472,1,0
1620000.0,1,3,2.0,2.0,7.5,-37.7923,145.0595,0,1
615000.0,3,3,2.0,2.0,9.2,-37.7773,144.8725,0,1
715000.0,3,3,1.0,1.0,9.2,-37.7808,144.8678,0,1
826000.0,3,4,2.0,2.0,9.2,-37.7833,144.8817,0,1
711000.0,3,2,1.0,0.0,9.2,-37.789,144.8813,1,0
695000.0,3,3,2.0,1.0,9.2,-37.7898,144.8722,0,1
490000.0,3,3,1.0,2.0,9.2,-37.7838,144.8724,1,0
502000.0,3,2,1.0,1.0,9.2,-37.7895,144.8667,0,1
721000.0,3,3,2.0,1.0,9.2,-37.7882,144.8784,1,0
840000.0,3,3,1.0,1.0,9.2,-37.7885,144.8771,1,0
832000.0,3,3,1.0,2.0,9.2,-37.7896,144.8752,1,0
646000.0,3,2,1.0,2.0,9.2,-37.7871,144.8791,1,0
673000.0,3,3,1.0,2.0,9.2,-37.7813,144.8678,1,0
695000.0,3,3,1.0,2.0,9.2,-37.7798,144.8661,0,1
555000.0,3,3,1.0,2.0,9.2,-37.7869,144.8749,0,1
510000.0,3,2,1.0,2.0,9.2,-37.787,144.8748,0,1
490000.0,3,3,1.0,2.0,9.2,-37.7844,144.8665,1,0
675000.0,3,4,1.0,1.0,9.2,-37.7817,144.868,1,0
865000.0,3,3,1.0,3.0,9.2,-37.7874,144.8763,1,0
600000.0,3,2,2.0,1.0,9.2,-37.7801,144.869,0,1
773000.0,3,4,1.0,2.0,9.2,-37.7893,144.8818,0,1
2050000.0,1,3,2.0,1.0,7.4,-37.8607,145.0373,1,0
2400000.0,1,4,2.0,2.0,7.4,-37.866,145.039,1,0
2025000.0,1,3,2.0,2.0,7.4,-37.8562,145.0373,1,0
1390000.0,1,3,2.0,1.0,7.4,-37.8577,145.0406,0,1
2415000.0,1,3,1.0,3.0,7.4,-37.8462,145.0386,1,0
1437000.0,1,3,1.0,1.0,7.4,-37.8511,145.0317,1,0
2355000.0,1,3,2.0,4.0,7.4,-37.851,145.0316,0,1
1326000.0,1,2,1.0,0.0,7.4,-37.8674,145.0355,1,0
4525000.0,1,4,4.0,2.0,7.4,-37.8469,145.0377,1,0
1965000.0,1,4,2.0,1.0,7.4,-37.8638,145.0298,1,0
3470000.0,1,4,3.0,2.0,7.4,-37.868,145.03799999999995,1,0
2325000.0,1,5,3.0,2.0,7.4,-37.8631,145.0353,0,1
1970000.0,1,3,2.0,1.0,7.4,-37.871,145.0364,1,0
1475000.0,1,2,1.0,1.0,7.4,-37.8686,145.03799999999995,0,1
1490000.0,1,3,1.0,1.0,11.2,-37.8726,145.0396,1,0
1210000.0,1,3,2.0,1.0,11.2,-37.8833,145.0697,0,1
1036000.0,1,2,1.0,1.0,11.2,-37.8717,145.0399,1,0
2273000.0,1,3,3.0,1.0,11.2,-37.8727,145.0458,1,0
2200000.0,1,4,3.0,2.0,11.2,-37.8742,145.0614,1,0
790000.0,1,2,1.0,2.0,11.2,-37.8796,145.0876,0,1
1185000.0,1,4,2.0,2.0,11.2,-37.8783,145.0869,1,0
1837000.0,1,3,2.0,1.0,11.2,-37.8799,145.0552,1,0
1253000.0,1,3,2.0,1.0,11.2,-37.866,145.0549,0,1
4802500.0,1,5,2.0,4.0,11.2,-37.8756,145.0561,1,0
1555000.0,1,3,2.0,2.0,11.2,-37.8734,145.0887,1,0
2123000.0,1,4,3.0,2.0,11.2,-37.8707,145.0482,1,0
1700000.0,1,4,3.0,2.0,11.2,-37.8818,145.0548,1,0
1150000.0,1,2,1.0,2.0,11.2,-37.8835,145.0886,1,0
2001000.0,1,4,2.0,2.0,11.2,-37.8771,145.0505,1,0
1915000.0,1,3,2.0,2.0,11.2,-37.8807,145.0547,1,0
1240000.0,1,4,2.0,2.0,11.2,-37.8822,145.0837,0,1
1120000.0,1,3,2.0,2.0,11.2,-37.8823,145.0839,0,1
1500000.0,1,3,1.0,2.0,11.2,-37.8799,145.0738,1,0
707500.0,1,3,1.0,1.0,11.2,-37.8689,145.0504,0,1
1870000.0,1,3,2.0,1.0,11.2,-37.8718,145.0404,1,0
1580000.0,1,4,2.0,1.0,11.2,-37.8834,145.0635,1,0
1680000.0,1,3,2.0,2.0,11.2,-37.8695,145.05,0,1
1100000.0,1,3,1.0,2.0,11.2,-37.875,145.0861,1,0
960000.0,1,3,2.0,1.0,11.2,-37.8733,145.0883,0,1
1297000.0,1,3,1.0,1.0,11.2,-37.8722,145.067,1,0
1335000.0,1,3,2.0,2.0,11.2,-37.8831,145.0879,0,1
1670000.0,1,3,2.0,1.0,11.2,-37.8777,145.0608,1,0
1350000.0,1,4,3.0,2.0,11.2,-37.878,145.0666,0,1
1650000.0,1,3,1.0,2.0,11.2,-37.8814,145.0583,1,0
950000.0,1,3,1.0,1.0,11.2,-37.8752,145.0817,0,1
1782500.0,1,3,1.0,2.0,11.2,-37.8846,145.0861,1,0
975000.0,3,3,1.0,2.0,8.7,-37.76300000000001,144.8877,0,1
560000.0,3,3,2.0,2.0,8.7,-37.7746,144.8798,0,1
550000.0,3,3,2.0,2.0,8.7,-37.7743,144.8797,0,1
399000.0,3,2,1.0,1.0,8.7,-37.7679,144.8935,0,1
1105000.0,3,3,1.0,4.0,8.7,-37.7707,144.8924,1,0
730000.0,3,3,1.0,2.0,8.7,-37.7861,144.8897,0,1
662500.0,3,3,2.0,2.0,8.7,-37.768,144.8894,0,1
410000.0,3,2,1.0,2.0,8.7,-37.7736,144.8798,0,1
920000.0,3,3,1.0,2.0,8.7,-37.7823,144.887,1,0
1320000.0,3,3,2.0,2.0,8.7,-37.7662,144.8971,1,0
1150000.0,3,5,3.0,2.0,8.7,-37.7712,144.8763,0,1
847000.0,3,3,2.0,2.0,8.7,-37.7697,144.878,0,1
510000.0,3,2,2.0,1.0,8.7,-37.7693,144.8905,0,1
570000.0,3,2,1.0,2.0,8.7,-37.7677,144.8925,0,1
429000.0,3,2,1.0,1.0,8.7,-37.7732,144.8927,0,1
408000.0,3,2,1.0,1.0,8.7,-37.7732,144.8927,0,1
780000.0,3,3,3.0,2.0,8.7,-37.773,144.8947,0,1
440000.0,3,2,1.0,2.0,8.7,-37.774,144.8797,0,1
1048700.0,3,4,2.0,2.0,8.7,-37.774,144.877,0,1
400000.0,3,2,1.0,2.0,8.7,-37.774,144.8797,0,1
1215000.0,3,4,3.0,4.0,8.7,-37.7799,144.8879,1,0
1180000.0,3,4,3.0,2.0,8.7,-37.7713,144.8937,1,0
1117000.0,3,4,3.0,2.0,8.7,-37.7822,144.8922,0,1
770000.0,3,4,2.0,2.0,8.7,-37.7817,144.8916,0,1
1151000.0,3,5,2.0,5.0,8.7,-37.7819,144.8901,1,0
907000.0,3,3,1.0,2.0,8.7,-37.769,144.8935,1,0
820000.0,3,3,2.0,2.0,8.7,-37.7853,144.8972,0,1
940000.0,3,3,1.0,1.0,8.7,-37.7825,144.886,1,0
1030000.0,3,4,2.0,1.0,8.7,-37.7844,144.8876,1,0
1230000.0,3,4,3.0,2.0,8.7,-37.7847,144.8962,0,1
884500.0,3,3,2.0,2.0,8.7,-37.7848,144.8969,0,1
820000.0,3,3,1.0,4.0,8.7,-37.7837,144.8887,0,1
2600000.0,1,3,1.0,1.0,4.1,-37.8499,144.957,1,0
2350000.0,1,3,1.0,2.0,4.1,-37.8516,144.9624,1,0
535000.0,1,2,1.0,1.0,4.1,-37.8474,144.9625,1,0
3120000.0,1,4,2.0,1.0,4.1,-37.8518,144.9663,1,0
1025000.0,1,2,1.0,0.0,4.1,-37.8551,144.968,1,0
1920000.0,1,2,1.0,0.0,4.1,-37.8498,144.9628,1,0
2623000.0,1,3,2.0,2.0,4.1,-37.8536,144.9625,0,1
1500000.0,1,3,2.0,1.0,4.1,-37.847,144.9594,1,0
1630000.0,1,2,1.0,0.0,4.1,-37.8513,144.9586,1,0
1910000.0,1,3,1.0,3.0,4.1,-37.8474,144.9582,1,0
